city,data,PM10,PM2.5,O3,NO2
Vezia,15.08.2008 01:00,20.0,,,19.0
Vezia,15.09.2008 01:00,25.0,,1.0,28.0
Vezia,15.10.2008 01:00,32.0,,,36.0
Vezia,15.11.2008 00:00,25.0,,,36.0
Vezia,15.12.2008 00:00,24.0,,,44.0
Vezia,15.01.2009 00:00,34.0,,,53.0
Vezia,15.02.2009 00:00,28.0,,,43.0
Vezia,15.03.2009 00:00,22.0,,2.0,33.0
Vezia,15.04.2009 01:00,20.0,,31.0,27.0
Vezia,15.05.2009 01:00,24.0,,127.0,20.0
Vezia,15.06.2009 01:00,23.0,,94.0,20.0
Vezia,15.07.2009 01:00,27.0,,137.0,23.0
Vezia,15.08.2009 01:00,23.0,,72.0,20.0
Vezia,15.09.2009 01:00,30.0,,12.0,29.0
Vezia,15.10.2009 01:00,29.0,,,34.0
Vezia,15.11.2009 00:00,33.0,,,40.0
Vezia,15.12.2009 00:00,23.0,,,45.0
Vezia,15.01.2010 00:00,38.0,,,54.0
Vezia,15.02.2010 00:00,29.0,,,49.0
Vezia,15.03.2010 00:00,24.0,,,38.0
Vezia,15.04.2010 01:00,23.0,,30.0,31.0
Vezia,15.05.2010 01:00,18.0,,34.0,20.0
Vezia,15.06.2010 01:00,28.0,,109.0,21.0
Vezia,15.07.2010 01:00,34.0,,191.0,23.0
Vezia,15.08.2010 01:00,20.0,,62.0,19.0
Vezia,15.09.2010 01:00,21.0,,23.0,28.0
Vezia,15.10.2010 01:00,30.0,,,33.0
Vezia,15.11.2010 00:00,21.0,,,33.0
Vezia,15.12.2010 00:00,25.0,,,44.0
Vezia,15.01.2011 00:00,41.0,,,51.0
Vezia,15.02.2011 00:00,43.0,,,54.0
Vezia,15.03.2011 00:00,34.0,,,39.0
Vezia,15.04.2011 01:00,30.0,,,31.0
Vezia,15.05.2011 01:00,26.0,,,26.0
Vezia,15.06.2011 01:00,21.0,,,21.0
Vezia,15.07.2011 01:00,18.0,,,20.0
Vezia,15.08.2011 01:00,23.0,,,
Vezia,15.09.2011 01:00,26.0,,,28.0
Vezia,15.10.2011 01:00,26.0,,,31.0
Vezia,15.11.2011 00:00,30.0,,,45.0
Vezia,15.12.2011 00:00,23.0,,,42.0
Vezia,15.01.2012 00:00,29.0,,,45.0
Vezia,15.02.2012 00:00,45.0,,,54.0
Vezia,15.03.2012 00:00,31.0,,,36.0
Vezia,15.04.2012 01:00,16.0,,,24.0
Vezia,15.05.2012 01:00,19.0,,,23.0
Vezia,15.06.2012 01:00,23.0,,,21.0
Vezia,15.07.2012 01:00,25.0,,,20.0
Vezia,15.08.2012 01:00,23.0,,,17.0
Vezia,15.09.2012 01:00,,,,26.0
Vezia,15.10.2012 01:00,25.0,,,28.0
Vezia,15.11.2012 00:00,24.0,,,35.0
Vezia,15.12.2012 00:00,23.0,,,42.0
Vezia,15.01.2013 00:00,31.0,,,44.0
Vezia,15.02.2013 00:00,28.0,,,43.0
Vezia,15.03.2013 00:00,23.0,,,33.0
Vezia,15.04.2013 01:00,21.0,,,28.0
Vezia,15.05.2013 01:00,14.0,,,17.0
Vezia,15.06.2013 01:00,21.0,,,17.0
Vezia,15.07.2013 01:00,26.0,,,22.0
Vezia,15.08.2013 01:00,18.0,,,15.0
Vezia,15.09.2013 01:00,20.0,,,20.0
Vezia,15.10.2013 01:00,24.0,,,24.0
Vezia,15.11.2013 00:00,18.0,,,29.0
Vezia,15.12.2013 00:00,24.0,,,44.0
Vezia,15.01.2014 00:00,25.0,,,41.0
Vezia,15.02.2014 00:00,18.0,,,39.0
Vezia,15.03.2014 00:00,26.0,,,28.0
Vezia,15.04.2014 01:00,22.0,,,23.0
Vezia,15.05.2014 01:00,16.0,,,17.0
Vezia,15.06.2014 01:00,19.0,,,16.0
Vezia,15.07.2014 01:00,17.0,,,19.0
Vezia,15.08.2014 01:00,15.0,,,16.0
Vezia,15.09.2014 01:00,21.0,,,22.0
Vezia,15.10.2014 01:00,26.0,,,27.0
Vezia,15.11.2014 00:00,17.0,,,32.0
Vezia,15.12.2014 00:00,21.0,,,34.0
Vezia,15.01.2015 00:00,23.0,,,40.0
Vezia,15.02.2015 00:00,25.0,,,42.0
Vezia,15.03.2015 00:00,27.0,,,33.0
Vezia,15.04.2015 01:00,22.0,,,31.0
Vezia,15.05.2015 01:00,19.0,,,25.0
Vezia,15.06.2015 01:00,22.0,,,28.0
Vezia,15.07.2015 01:00,36.0,,,36.0
Vezia,15.08.2015 01:00,22.0,,,23.0
Vezia,15.09.2015 01:00,18.0,,,28.0
Vezia,15.10.2015 01:00,21.0,,,28.0
Vezia,15.11.2015 00:00,31.0,,,40.0
Vezia,15.12.2015 00:00,34.0,,,47.0
Vezia,15.01.2016 00:00,29.0,,,42.0
Vezia,15.02.2016 00:00,22.0,,,38.0
Vezia,15.03.2016 00:00,20.0,,,34.0
Vezia,15.04.2016 01:00,23.0,,,31.0
Vezia,15.05.2016 01:00,13.0,,,25.0
Vezia,15.06.2016 01:00,14.0,,,22.0
Vezia,15.07.2016 01:00,20.0,,,20.0
Vezia,15.08.2016 01:00,16.0,,,18.0
Vezia,15.09.2016 01:00,20.0,,,25.0
Vezia,15.10.2016 01:00,16.0,,,26.0
Vezia,15.11.2016 00:00,21.0,,,34.0
Vezia,15.12.2016 00:00,28.0,,,42.0
Vezia,15.01.2017 00:00,36.0,,,43.0
Vezia,15.02.2017 00:00,30.0,,,42.0
Vezia,15.03.2017 00:00,31.0,,,33.0
Vezia,15.04.2017 01:00,20.0,,,21.0
